	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-21.845257761636873	-64.38260576999829	-16.20316781495761	-0.37745290179882396	3	10	1
1	-20.080927517945565	-62.53442962930719	-16.34002070852643	-0.9283414237983199	9	2	2
2	-19.08032891300472	-60.914368391549495	-16.08202052779037	-0.572855344685278	12	12	3
