	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-45.26615106360747	-75.07398149349861	-21.153107424232317	-0.4110362780720475	2	24	1
1	-44.86066583816354	-74.49441034917773	-22.14094585260324	0.0	4	13	3
2	-44.57288260923082	-74.55482379037677	-20.579680350150227	-0.7981918370729782	5	15	4
3	-44.232486742227294	-73.52203277727855	-21.551217243663775	-0.4110362780720475	6	17	5
4	-38.33579307332094	-70.86201342909837	-20.18058307966954	-0.822072556144095	2	11	2
