	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-33.17037098028634	-64.25588510401161	-20.202599049468215	-1.077965759589954	4	11	4
1	-33.03220599214589	-64.59457697883278	-20.06069081096056	-1.0531279889197855	7	20	6
2	-32.78935817326163	-64.69312041698372	-20.151490486046004	-0.6446356986565425	6	13	5
3	-32.57910768543739	-64.55015755224076	-20.057893099827947	-0.377452901798824	3	23	3
4	-32.25222129328938	-64.6568103046497	-20.116666639304427	0.0	2	3	2
5	-27.2632541721522	-61.33651236853591	-19.189143407912916	0.0	2	18	1
