	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-27.356162874725186	-61.37215213056294	-19.221776988472037	0.0	18	1
1	-27.126371553198645	-61.28400421989064	-19.141064273783837	0.0	4	1
2	-32.291800689919654	-64.78016104352743	-20.04699460939851	0.0	3	2
3	-32.2065202776938	-64.51438130064449	-20.197114619728435	0.0	8	2
4	-32.13519921412541	-64.27266199112736	-20.073915801432523	-0.37745290179882396	12	3
5	-32.265655567024474	-64.77376174276647	-20.04495234631997	-0.37745290179882396	23	3
6	-28.857246215769663	-64.26569951399173	-20.08364720358634	-0.37745290179882396	9	3
7	-32.09383889353672	-64.25676254213128	-20.202765485708117	-1.077965759589954	11	4
8	-26.987338781447303	-60.63064574398618	-19.439067920884426	-1.077965759589954	2	4
9	-26.57142971824275	-61.87522088644729	-19.905140448107176	-1.077965759589954	25	4
10	-23.69820670739308	-60.597829595834725	-19.36841725946334	-1.077965759589954	6	4
11	-32.26760093837389	-64.68444511328578	-20.144069589260322	-0.6446356986565426	13	5
12	-32.03334969126185	-64.9163883514387	-20.16674903964629	-0.6446356986565426	15	5
13	-28.579483835528706	-63.579251368153926	-20.02689943582679	-0.6446356986565426	16	5
14	-26.855587267181516	-59.82781878085734	-19.53972537006619	-0.6446356986565426	21	5
15	-26.496691924611078	-60.63205903795278	-19.08649163784826	-0.6446356986565426	22	5
16	-32.091061756965466	-64.50626422310316	-20.148149885943894	-0.6446356986565426	7	5
17	-26.745510503630307	-61.818691401231874	-19.82386755086531	-1.0531279889197858	1	6
18	-31.542204836680977	-63.880528761142685	-20.211949289555765	-1.0531279889197858	10	6
19	-27.130522602792997	-61.02619654724658	-19.147623428506893	-1.0531279889197858	14	6
20	-21.271227998304116	-59.9090762512215	-18.666888474314018	-1.0531279889197858	17	6
21	-26.59252232548955	-61.4969774475283	-19.902706392780452	-1.0531279889197858	19	6
22	-32.140470875432264	-64.85628437845259	-20.00577436434429	-1.0531279889197858	20	6
23	-23.842539166205214	-60.86318077032174	-19.228406404332734	-1.0531279889197858	5	6
