	enthalpy	PDB_name
0	-17.980236293480143	8
1	-17.451104772716562	22
2	-15.800185472050815	2
3	-15.414282842036767	19
4	-15.169312637079269	25
5	-14.804960927934998	9
6	-14.735506964358319	20
7	-14.272518564990158	18
8	-13.528127420613451	24
9	-13.472309604283419	5
10	-12.245584271793735	1
11	-12.051438673178112	12
12	-11.998766264782242	17
13	-11.886304555953698	11
14	-11.882384766578475	3
15	-10.92027073973116	21
16	-10.649966711050524	14
17	-10.18078075541671	13
18	-9.505692771036626	10
19	-8.775749610895852	15
20	-6.913363149867417	23
21	-6.884208301161363	4
22	-3.6384903604455747	16
23	0.515244400967056	6
24	5.996715341810508	7
