	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-27.366565630859412	-62.834436061334564	-20.63249692399149	-0.9097991279406004	11	15	1
1	-27.219153339300185	-62.851056824195815	-20.6543891932281	-0.769880889872855	11	9	2
