	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-19.20391136954435	-56.354524200363464	-20.85799492395119	-0.37745290179882396	2	1
1	-22.573996153464414	-56.41897428738711	-20.82597692684007	-0.37745290179882396	25	1
2	-21.259904000225056	-53.78782606004998	-20.91159973039661	-0.37745290179882396	8	1
3	-20.390203853141607	-54.93301825787381	-20.19742779454104	-0.6669294815179067	10	2
4	-20.334757899828332	-54.88025487464543	-20.209390107357553	-0.6669294815179067	16	2
5	-20.118986016146117	-54.018488981029535	-20.276660303111015	-0.6669294815179067	22	2
6	-16.445976281755243	-55.814671943494126	-22.14273334836099	-0.6669294815179067	5	2
7	-22.54226404471036	-59.509490202399626	-19.981865336664693	-0.9709117037032535	1	3
8	-27.408852126161285	-61.04252768208594	-20.376958659401314	-0.9709117037032535	11	3
9	-27.21509843977693	-59.90651140234554	-20.14165821622792	-0.9709117037032535	13	3
10	-28.065845337079164	-61.822020054250714	-19.803617798531615	-0.9709117037032535	15	3
11	-27.90518153572559	-61.22723944828756	-19.907963248331832	-0.9709117037032535	18	3
12	-27.370334058256653	-60.86848957991637	-20.44912947264521	-0.9709117037032535	20	3
13	-21.844931375798264	-51.826815771940986	-21.006868702676858	-0.9709117037032535	21	3
14	-22.468884718265603	-59.18348327884651	-20.11629820661199	-0.9709117037032535	23	3
15	-27.260225488700986	-60.64563524529492	-20.38941013814415	-0.9709117037032535	3	3
16	-24.349519024714848	-59.83492448923029	-20.140045418848672	-0.9709117037032535	6	3
17	-24.794423768014237	-61.11672253707906	-19.913303195625968	-0.9709117037032535	9	3
