 TOP_1 2.21077011
 TOP_2 3.15067009
 TOP_3 3.01462022
 TOP_4 2.50822675
 TOP_5 2.98885093
 TOP_6 3.22349039
 TOP_7 3.34098184
 TOP_8 4.90812154
 TOP_9 4.00125987
 TOP_10 5.85860782
 TOP_11 5.54445791
