	total_energy	enthalpy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-53.410567169386326	-33.276643644796195	-32.276249422519335	-64.354162394323	-20.133923524590134	4	19	5
1	-53.06333365947608	-32.97072295967652	-32.058904464162254	-64.63000086857372	-20.092610699799557	6	7	7
2	-52.84612531182256	-32.71766340849409	-32.30662713042204	-64.69884500056317	-20.128461903328468	2	24	2
3	-52.83551036308744	-32.69954537941196	-32.28850910133991	-64.6916987081738	-20.135964983675482	2	13	1
4	-52.329302454382244	-32.27698527956717	-32.276985279567164	-64.69825943266227	-20.052317174815077	3	12	4
5	-52.26022834777088	-32.157248498349006	-31.779795596550166	-64.00392077223583	-20.102979849421875	3	14	3
6	-46.8838182451254	-27.51881236155312	-27.18534762079417	-60.97609958574786	-19.365005883572277	4	15	6
