	total_energy	grid_total	grid_vdw	grid_elec	grid_hbond	conformer_id	placement_id	PDB_name	cluster_size
0	-97.73568056280052	-88.18834770221824	-39.09562655807564	-49.0927211441426	0.0	1	5	1_5.pdb	1
1	-96.77639994726574	-73.53644741056036	-47.97771424212679	-25.558733168433566	0.0	8	5	8_5.pdb	1
2	-90.40428302390349	-79.09103675268284	-41.17023635580495	-37.92080039687789	0.0	4	3	4_3.pdb	2
3	13.204291515845956	-4.6774117540792695	14.345206936545836	-19.022618690625105	0.0	2	5	2_5.pdb	1
4	821.9834227863813	741.1907399127089	1004.4101370749934	-263.2193971622845	0.0	5	5	5_5.pdb	2
5	886.7298781006716	726.8193852727495	960.3089451155604	-233.48955984281093	0.0	10	5	10_5.pdb	1
6	908.1075475869894	844.4447086487763	1077.4213548508599	-232.97664620208354	0.0	6	5	6_5.pdb	1
7	1116.637942635756	962.927153584865	1210.7647546748103	-247.83760108994537	0.0	11	5	11_5.pdb	1
8	1167.0626297962003	989.4531279415867	1068.967864493104	-79.51473655151727	0.0	9	5	9_5.pdb	1
9	1210.2403424703923	1134.200599864342	1370.9792399152666	-236.77864005092474	0.0	3	5	3_5.pdb	1
10	1403.2352573051871	1347.089932582996	1547.367560187468	-200.27762760447195	0.0	7	5	7_5.pdb	1
