	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-30.301629640468278	-62.98252413020436	-21.84172983617709	-0.4110362780720475	6	1
1	-27.053566515717108	-62.087228338564366	-21.361455009722675	-0.4110362780720475	7	1
2	-29.920511513977836	-62.51595334898979	-21.936761233977503	-0.5667300354297328	11	2
3	-30.284724111991515	-63.265203181528406	-21.809066907802315	-0.5667300354297328	14	2
4	-24.43234428875101	-59.93708076124347	-21.558642341934714	-0.5667300354297328	15	2
5	-30.210095534097427	-63.0142250102266	-21.82606065897439	-0.5667300354297328	20	2
6	-27.105446566249938	-62.0737709774644	-21.34418529615521	-0.5667300354297328	22	2
7	-29.955945946888438	-62.2824794354662	-21.969929248043677	-0.5667300354297328	23	2
8	-23.408638519987527	-58.510817860076635	-21.01474261650907	-0.5667300354297328	25	2
9	-29.59695453019884	-61.69630666069898	-22.003943205846863	-0.8154746644779453	10	3
10	-29.74958225081207	-61.94392527139904	-21.939063974626272	-0.8154746644779453	12	3
11	-29.868359280605944	-62.36968884950042	-21.94109528702011	-0.8154746644779453	13	3
12	-29.652445502823763	-63.61547171232088	-22.223693692350583	-0.8154746644779453	16	3
13	-30.292043099520967	-63.04173336173116	-21.818692680423826	-0.8154746644779453	18	3
14	-29.062545337766995	-61.113416609270516	-22.073707951996056	-0.8154746644779453	19	3
15	-22.40615372546953	-59.86206244193973	-20.721965745865113	-0.8154746644779453	2	3
16	-27.654417458255164	-61.8186016975475	-21.14104641071209	-0.8154746644779453	21	3
17	-30.227287202176466	-62.83072215396928	-21.85702779369747	-0.8154746644779453	24	3
18	-30.198937741682702	-62.649135134133736	-21.84947628060203	-0.8154746644779453	3	3
19	-27.27773439394965	-61.59537064426404	-21.264476832895287	-0.8154746644779453	4	3
20	-25.31944571893441	-60.89772410600681	-21.333352839595282	-0.8154746644779453	5	3
21	-30.297847537485254	-63.1343297822956	-21.817125615775048	-0.8154746644779453	8	3
22	-29.564920177043263	-63.52172050460944	-22.17779086863706	-0.8154746644779453	9	3
