	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-30.86216035696746	-62.77214413002897	-21.903786756878045	-0.8154746644779454	14	8	3
1	-30.699144140588555	-62.978796988695485	-21.83973043859468	-0.41103627807204757	2	6	1
2	-30.69588586361712	-62.866470537870796	-21.867119720429613	-0.5667300354297325	7	14	2
