	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-16.20483263934111	-60.045548264197585	-15.932112306156794	-0.20685743283491798	9	6	4
1	-15.720203843409156	-64.2509846565865	-15.958745279759851	-0.2431989767450265	7	21	3
2	-13.60988778504619	-62.15398586689273	-16.660768351617858	-1.077965759589954	4	18	2
3	-7.851739294550957	-56.550489401271605	-16.083164923802567	0.0	2	1	1
