	enthalpy	PDB_name
0	-33.8772540176753	1
1	-33.86385386009084	2
2	-32.95474255362459	17
3	-32.94951172750514	6
4	-32.67609386089632	21
5	-32.633906590261525	20
6	-30.071737194392902	19
7	-30.033406762225052	22
8	-29.93467389591313	3
9	-29.865789456395426	5
10	-29.848000864213247	12
11	-29.65348794046254	15
12	-29.52090311691659	14
13	-29.450127410921866	13
14	-29.221379512835814	24
15	-28.633623585018576	4
16	-28.470003679754946	16
17	-28.375380132903214	11
18	-27.959100513455997	8
19	-27.296008338305644	10
20	-26.085339438663606	25
21	-26.0427232964921	23
22	-25.738715750650723	9
23	-22.8009691888245	18
24	-14.08508478475876	7
