	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-17.527343072280466	-44.852499207515805	-28.247299563721604	-0.4110362780720475	1	1
1	-14.536018421789912	-46.05021243299823	-28.2458536928622	-0.4110362780720475	19	1
2	-18.888159516431735	-54.9016994095904	-28.752777066102016	-0.7549058035976479	10	2
3	-18.066329758821613	-45.495076337666454	-28.197332833541473	-0.7549058035976479	18	2
4	-14.171953679672969	-56.72574945121223	-28.186740154053027	-0.7549058035976479	25	2
5	-0.6607405873379717	-42.377016334229914	-28.849457219735353	0.0	11	3
6	-18.3314782349888	-54.43231715679515	-28.868333043184812	0.0	16	3
7	0.32980455430364386	-41.390338044017	-28.842007640838474	0.0	4	3
8	-10.149677926454558	-48.95973137133264	-28.717260245890277	-0.37745290179882396	13	4
9	-8.104134866850508	-42.97961611641214	-28.836972603690512	-0.37745290179882396	14	4
10	-12.506738823523216	-40.04266274102812	-27.593493368801546	-0.37745290179882396	6	4
11	-17.391493501067984	-45.04966910020291	-28.338330064570684	-0.37745290179882396	2	5
12	-14.588111387815601	-46.27352586887836	-28.205835751105273	-0.37745290179882396	22	5
13	-14.571312904483012	-46.176770053505145	-28.22593498621224	-0.37745290179882396	3	5
14	-9.759109410013524	-47.676298023117354	-28.84569968767151	-0.7597383721184372	15	6
15	-12.556704059137736	-40.07192401608869	-27.588243404247493	-0.7597383721184372	17	6
16	-12.520974415578342	-40.10690094753229	-27.571622027052573	-0.7597383721184372	20	6
17	-12.59947516366729	-39.934467019348304	-27.63828478309681	-0.7597383721184372	21	6
18	-11.68292041533279	-50.10545632685315	-29.261306613724003	-0.7597383721184372	23	6
19	-9.545642454041518	-47.815655189308416	-28.81937480054482	-0.7597383721184372	5	6
20	-7.673049374684628	-48.4869319525408	-29.44506809423695	-0.7597383721184372	9	6
