	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-23.286827088576434	-59.571609122862995	-22.209256644274166	0.0	10	1
1	-23.197424785312187	-59.48281205252046	-22.22089470714988	0.0	15	1
2	-19.679559533187387	-57.56911139251347	-22.73143493510379	0.0	20	1
3	-17.468662436231558	-54.6842960072398	-22.906265050422846	0.0	22	1
4	-31.995845882431524	-69.4281080005143	-21.38098649744439	-0.8158231883220645	12	2
5	-37.99299730570229	-70.44685260696217	-22.202025945300804	-0.8158231883220645	13	2
6	-37.65146659296107	-70.6955535850225	-21.815384586330087	-0.8158231883220645	14	2
7	-37.700921667180545	-71.00677574151828	-21.848345721052194	-0.8158231883220645	17	2
8	-37.519412419121934	-70.63337824902986	-21.813529414293132	-0.8158231883220645	18	2
9	-37.090829730563364	-70.51159977637911	-21.83703189498224	-0.8158231883220645	19	2
10	-37.53897214585028	-70.61577251616906	-21.859167099565802	-0.8158231883220645	2	2
11	-37.08397158740088	-70.39591018788201	-21.812355236754133	-0.8158231883220645	21	2
12	-37.517405702965625	-70.60612249260357	-21.815259060427366	-0.8158231883220645	23	2
13	-32.06381907923243	-70.4386694817925	-22.252860074093533	-0.8158231883220645	25	2
14	-37.60339936995273	-70.28767650414295	-21.984914429366334	-0.8158231883220645	3	2
15	-33.721692832443956	-69.97646404679027	-21.848940640483836	-0.8158231883220645	4	2
16	-16.69455209197441	-49.03393795074444	-23.317188005292415	-0.8158231883220645	5	2
17	-37.70609117683518	-70.799189120376	-21.84922968659994	-0.8158231883220645	6	2
18	-31.91174972119527	-69.2159301400586	-21.352521409322545	-0.8158231883220645	7	2
19	-37.587249348440594	-70.6889000347131	-21.800893891223744	-0.8158231883220645	8	2
20	-37.7179726819367	-70.94616743542629	-21.83542181514977	-0.8158231883220645	9	2
