	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-26.56971833181443	-61.36009197468892	-17.95197128455445	-0.6446356986565425	6	18	3
1	-26.321243091108766	-61.287662132183435	-18.00060588699353	-0.377452901798824	3	23	2
2	-26.034161043077695	-61.20261431737918	-17.96352400344817	-0.20685743283491795	9	16	4
3	-25.8733942603754	-61.18254168973867	-17.952832804159534	0.0	3	4	1
