	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-31.35889450617194	-67.9441843473497	-19.19100423935575	-0.4706819227089458	13	23	4
1	-27.889762011355323	-65.33138464293344	-19.144305901973503	-0.377452901798824	3	3	2
2	-22.531572485248244	-63.39637048336849	-19.382604296124697	-0.29673863715814536	5	20	3
3	-17.10419702302002	-54.90909452101875	-19.027322395208895	0.0	2	2	1
