 TOP_1 2.8880467
 TOP_2 2.3289503
 TOP_3 3.08345501
 TOP_4 3.26302861
 TOP_5 2.50559218
 TOP_6 3.17978402
 TOP_7 2.85116134
 TOP_8 3.33822227
 TOP_9 4.01308577
 TOP_10 4.38425388
 TOP_11 4.61169255
