	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-2.147120575810299	-49.33744114543618	-18.00313483381653	0.0	1	1
1	-15.497703685470439	-62.255436185549144	-18.48938674330462	0.0	19	1
2	-8.766192923955149	-53.13712725575312	-20.186850718386776	0.0	11	2
3	-5.032038770494985	-52.60518222185683	-20.073051587881913	0.0	23	2
4	-4.064074704177461	-48.65477144025443	-19.0762859169892	0.0	18	3
5	-9.550161885978035	-55.80057533760197	-18.63162049331692	0.0	21	3
6	-2.8563813617265295	-53.8251967329542	-18.975255439921952	0.0	12	4
7	-10.356216965592832	-59.91776276978331	-19.163203011968925	0.0	14	4
8	-1.580293386151426	-51.75885891968109	-18.804034038924517	0.0	15	4
9	8.501634072120828	-44.88075607288924	-19.626817884027844	0.0	24	4
10	0.2793052859702385	-45.62965708065328	-19.95324802211626	-0.7445010188310007	2	5
11	-8.394960514566701	-53.843081624280025	-18.774367725875333	-0.7445010188310007	20	5
12	7.678750815167419	-45.269795216730145	-20.245932473069423	-0.7445010188310007	6	5
13	7.567068777944303	-47.66479530757154	-19.312748208665763	-0.7445010188310007	8	5
