	enthalpy	PDB_name
0	-24.171317020633307	4
1	-23.987357600238898	13
2	-23.2362709997307	23
3	-21.271208958491865	11
4	-20.54884806238743	10
5	-19.421412412056092	8
6	-19.40539065919188	6
7	-19.317157477263585	19
8	-19.246596033827977	24
9	-18.40589019684386	18
10	-18.306226718481682	25
11	-17.954232092872427	7
12	-17.9270822939899	1
13	-17.260274573597762	12
14	-16.933828128647814	17
15	-16.8711769683096	14
16	-16.75748334391522	15
17	-16.030039503058497	20
18	-15.65043244196645	5
19	-14.824621686736302	21
20	-13.101395912592965	22
21	-11.691004155151578	9
22	-9.42871622071231	2
23	-5.856064399550209	16
24	-5.276935791939014	3
