	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-28.023675109548044	-60.60882171342	-21.241611499153834	-0.37745290179882396	12	1
1	-26.81659547610677	-60.7402105483709	-20.28032085744487	-0.37745290179882396	17	1
2	-26.852150276970953	-60.54812911275881	-20.343928806461246	-0.37745290179882396	3	1
3	-27.32437203563675	-61.59621136238228	-20.02850462652194	0.0	13	2
4	-26.828603297663605	-60.533614867310234	-20.093798442336677	0.0	5	2
5	-26.31093194722096	-59.736593412108284	-20.194319576306114	0.0	6	2
6	-28.25111255005814	-63.05398296808812	-20.79004852749198	-0.37745290179882396	18	3
7	-27.882244777102834	-61.39785213169758	-20.28885052585605	-0.37745290179882396	21	3
8	-28.232785182371885	-63.030292511475935	-20.785581307354395	-0.37745290179882396	8	3
9	-26.017998880235165	-59.64664641055333	-20.028068441781834	0.0	10	4
10	-25.92745970003694	-59.370327190986785	-20.108010587119157	0.0	11	4
11	-25.703610323887215	-58.96963792184593	-20.239128635678554	0.0	20	4
12	-26.023916329626868	-59.812027530737	-20.010739500664137	0.0	22	4
13	-24.621836183198536	-58.0574809395064	-20.102644463949133	0.0	24	4
14	-25.684868876588144	-58.819306271753064	-20.288731906746474	0.0	9	4
15	-28.325545813611427	-62.29278055837361	-21.06273444776908	-0.6157317058527503	1	5
16	-27.753916622993184	-60.985806506690686	-20.245660317468428	-0.6157317058527503	14	5
17	-27.783496728862414	-62.26052993789714	-20.784485173246875	-0.6157317058527503	15	5
18	-17.2025998124139	-54.397417942769685	-19.78505273584519	-0.6157317058527503	16	5
19	-25.383245743567322	-59.98483667889863	-20.94764412806513	-0.6157317058527503	2	5
20	-28.460199275958033	-62.23278644779457	-21.045726392589387	-0.6157317058527503	23	5
21	-28.235568629029792	-62.93323831465663	-20.831640792971704	-0.6157317058527503	25	5
22	-27.746264457254938	-61.23258611159721	-20.250572405200582	-0.6157317058527503	4	5
