	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-21.77239922552537	-61.73708739007685	-17.7112318282654	-0.6958345556946345	1	1
1	-28.041077845387246	-63.50330978718787	-17.623225706053546	-0.6958345556946345	15	1
2	-28.240474957994874	-63.65219020974881	-17.66562747856575	-0.6958345556946345	17	1
3	-28.202456117342276	-63.541990477471124	-17.64538714397932	-0.6958345556946345	20	1
4	-26.279610724236477	-62.79839065012	-18.14234124637577	-0.6958345556946345	6	1
5	-29.529075346416914	-65.17274655873635	-17.425335566305943	-0.48639795349005305	16	2
6	-24.17155158972385	-60.53539111373105	-16.51645653447518	-0.48639795349005305	18	2
7	-29.6651923435223	-65.14279133778427	-17.464117507601866	-0.48639795349005305	19	2
8	-24.38022691599407	-61.38867866165383	-18.256789728416745	-0.48639795349005305	21	2
9	-29.691799512645545	-65.23282290183569	-17.47012098720048	-0.48639795349005305	23	2
10	-29.729299812173956	-65.17257777169867	-17.531008804532963	-0.48639795349005305	3	2
11	-29.748647019134914	-64.994264307406	-17.465293329755113	-0.48639795349005305	8	2
12	-27.37851607938527	-63.53135326483857	-17.245373975509256	-0.8886087589157633	10	3
13	-24.480132798736854	-63.130504007001875	-17.111593117046134	-0.8886087589157633	12	3
14	-29.794683828557083	-65.02059906652354	-17.472714531821648	-0.8886087589157633	13	3
15	-27.40757634182733	-63.773549052593786	-17.178531897594944	-0.8886087589157633	14	3
16	-23.962586077909943	-62.92646241427235	-17.345047109106908	-0.8886087589157633	2	3
17	-21.369179320880832	-54.141815568294305	-17.956289034021314	-0.8886087589157633	22	3
18	-27.3466082892081	-64.16414834185541	-17.26693812573544	-0.8886087589157633	24	3
19	-28.993410750200383	-64.42239857850129	-17.66386419624749	-0.8886087589157633	4	3
20	-23.82863112246047	-60.29801757156396	-17.574386433911506	-0.8886087589157633	5	3
21	-24.515128234519683	-62.58651610947453	-17.196317908470423	-0.8886087589157633	7	3
