	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-30.42946395356552	-64.85485568167725	-17.500933916577658	-0.888608758915763	10	13	3
1	-30.1684104448069	-65.13872718432081	-17.474173669128383	-0.486397953490053	7	8	2
2	-28.843310082618963	-63.56255126078155	-17.653797548720547	-0.6958345556946346	5	17	1
