	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-28.49976434961303	-65.15270483765283	-21.733461625238963	-0.5934772743162909	5	1	4
1	-28.229258354618604	-65.15318630954957	-21.767037499267953	0.0	9	17	5
2	-23.009697763587877	-62.84233777256772	-21.852095111377842	-0.822072556144095	2	22	1
3	-22.190271382167914	-62.86746289865169	-21.790051104579078	0.0	3	16	3
4	-20.867296721492423	-60.57098290786092	-21.848028587074964	-0.4110362780720475	2	21	2
