	total_energy	enthalpy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-53.14862266164494	-33.042182359943794	-32.29768134111279	-64.78067099242244	-20.10644030170115	4	3	5
1	-53.144023248291354	-32.939783060874625	-32.19528204204362	-64.27860020640051	-20.20424018741673	4	15	4
2	-52.95363642736069	-32.84563385594727	-32.24766101317119	-64.40944272414175	-20.108002571413422	7	24	6
3	-52.86716604811183	-32.704793773828314	-32.29375749575626	-64.29798064229041	-20.162372274283516	2	13	1
4	-52.7957191716679	-32.52361053421549	-31.76870473061785	-63.81348802831435	-20.27210863745241	3	8	3
5	-52.289214409564686	-32.2398932870066	-32.2398932870066	-64.47832600141513	-20.049321122558084	3	21	2
