	total_energy	grid_total	grid_vdw	grid_elec	grid_hbond	conformer_id	placement_id	PDB_name
0	-112.0954883378364	-98.87035118362424	-50.17178608772868	-48.69856509589556	0.0	8	15	8_15.pdb
1	-108.32838184528254	-94.26487979259676	-47.444950928226	-46.819928864370766	0.0	1	13	1_13.pdb
2	-101.47787960661796	-83.05348212171195	-46.65898936187588	-36.39449275983607	0.0	6	11	6_11.pdb
3	-100.70928730208044	-75.80147775763879	-47.50444283751753	-28.297034920121263	0.0	2	2	2_2.pdb
4	-100.41238773269583	-88.34029321075201	-48.606303269247206	-39.73398994150481	0.0	11	11	11_11.pdb
5	-99.50832515995553	-77.1300625763155	-45.723441478579595	-31.406621097735904	0.0	9	15	9_15.pdb
6	-96.31903822768005	-93.41598370418018	-37.85762117192737	-55.55836253225281	0.0	9	9	9_9.pdb
7	-94.8612306022022	-68.70402455486833	-47.38133684426882	-21.322687710599503	0.0	6	9	6_9.pdb
8	-94.7572752340283	-81.96403389659426	-46.161729607617524	-35.80230428897674	0.0	7	8	7_8.pdb
9	-94.44782573118381	-96.14770237110856	-44.707029668067236	-51.44067270304133	0.0	2	11	2_11.pdb
10	-93.94794180406294	-78.51109246279788	-38.24139817269066	-40.26969429010722	0.0	6	13	6_13.pdb
11	-93.84683850484933	-65.7729805023804	-42.12153096079966	-23.651449541580742	0.0	2	3	2_3.pdb
12	-93.5629290455787	-72.15632372465252	-42.76267313020331	-29.393650594449213	0.0	1	3	1_3.pdb
13	-92.45054453339552	-77.29137861158452	-44.80687350731138	-32.48450510427315	0.0	8	1	8_1.pdb
14	-92.1283831894176	-75.78149024217356	-41.666789518935886	-34.11470072323768	0.0	8	5	8_5.pdb
15	-92.0350013865217	-77.57935684337636	-49.69019875279321	-27.88915809058315	0.0	8	11	8_11.pdb
16	-87.74264162355098	-75.22528736581076	-38.1136707910304	-37.111616574780356	0.0	6	12	6_12.pdb
17	-87.00551757623114	-74.92610275926177	-42.17767681648131	-32.74842594278045	0.0	8	13	8_13.pdb
18	-86.11713034400142	-77.95263517941993	-41.16353503945098	-36.78910013996896	0.0	10	15	10_15.pdb
19	-85.2483127624794	-72.23674341171964	-32.401460880864796	-39.83528253085485	0.0	4	13	4_13.pdb
20	-84.42557262906658	-74.54232424888087	-33.616518168853496	-40.92580608002737	0.0	6	4	6_4.pdb
21	-80.85899814804137	-72.08260939648474	-34.14607101502384	-37.9365383814609	0.0	11	9	11_9.pdb
22	-80.00687141704924	-82.76250361995761	-39.1506784834168	-43.61182513654081	0.0	11	13	11_13.pdb
23	-78.82837984600616	-78.79765464169347	-44.172620813918506	-34.62503382777496	0.0	1	7	1_7.pdb
24	-77.69565692593432	-74.11903512685055	-38.9916919726415	-35.12734315420904	0.0	4	3	4_3.pdb
25	-76.51610454324175	-66.80474607578684	-34.43531806185512	-32.36942801393172	0.0	8	6	8_6.pdb
26	-75.47404214866862	-64.90939276134284	-30.274579953292676	-34.63481280805017	0.0	8	10	8_10.pdb
27	-74.7580277625257	-63.70772101398506	-35.28368706347725	-28.424033950507805	0.0	2	10	2_10.pdb
28	-61.59169048679182	-63.2150621844622	-27.657032103242287	-35.55803008121991	0.0	1	10	1_10.pdb
29	-60.145883030600444	-55.737029498222796	48.368567741200394	-104.10559723942319	0.0	6	2	6_2.pdb
30	-58.710882756701785	-57.288959424873504	-25.846227552816796	-31.442731872056708	0.0	1	9	1_9.pdb
31	-56.32934629540794	-65.20779986041202	-30.893322386516488	-34.31447747389554	0.0	6	8	6_8.pdb
32	-55.09176597515014	-53.527988109173435	-29.531170420463255	-23.996817688710184	0.0	11	10	11_10.pdb
33	-50.598966672727684	-58.57682931240184	42.80292385666293	-101.37975316906477	0.0	8	8	8_8.pdb
34	-50.12910212811899	-42.08994184751813	-11.71046750191983	-30.379474345598307	0.0	7	4	7_4.pdb
35	-46.740662389525895	-56.92897590572177	-22.127159498747673	-34.8018164069741	0.0	6	3	6_3.pdb
36	-45.746865438550074	-50.83075284208239	-23.893308365834933	-26.937444476247453	0.0	7	11	7_11.pdb
37	-45.220072998133745	-42.99230829001412	-3.8039127165035618	-39.18839557351056	0.0	8	12	8_12.pdb
38	-42.19279616412034	-40.67985822587063	-20.606490783756158	-20.07336744211447	0.0	11	6	11_6.pdb
39	-39.29608148628595	-54.980592014145294	-16.471492036178105	-38.50909997796719	0.0	10	8	10_8.pdb
40	-33.279536755185646	-40.16205083182142	-7.227554870999594	-32.93449596082183	0.0	9	14	9_14.pdb
41	-22.066575543201708	-41.882576669424665	71.37966334382865	-113.26224001325332	0.0	1	1	1_1.pdb
42	-0.578085579507464	-29.1728371691054	-15.951437820338002	-13.221399348767395	0.0	7	2	7_2.pdb
43	18.69515264660006	0.6489530675575956	28.64715985462678	-27.998206787069183	0.0	6	15	6_15.pdb
44	28.468292552192164	7.406566063574086	37.75477137161261	-30.348205308038526	0.0	7	13	7_13.pdb
45	70.77856519672943	39.27240771873551	225.82125912155206	-186.54885140281655	0.0	1	5	1_5.pdb
46	123.21852326369441	63.838020043593616	146.9142711523618	-83.07625110876819	0.0	3	9	3_9.pdb
