	enthalpy	vdw	elec	entropy	PDB_name	cluster_id
0	-29.076902346853654	-63.84822764720379	-21.709962201547146	-0.822072556144095	11	1
1	-26.58020157052712	-62.005697197939476	-21.35271588192191	-0.822072556144095	14	1
2	-27.6873833809135	-58.83743912031836	-21.152794744043263	-0.822072556144095	16	2
3	-24.287941555342623	-58.62235274403742	-21.517646143783512	-0.822072556144095	17	2
4	-30.61467876906506	-61.644520996000594	-22.018341473664556	0.0	24	3
5	-27.54144738359784	-59.34987946919471	-21.16609048217594	0.0	3	3
6	-32.78316771376902	-63.427675270899186	-22.115689075138327	0.0	10	4
7	-32.42865345241729	-63.874530012874395	-22.09942821827411	0.0	15	4
8	-33.24094839622745	-64.73442294631626	-21.946448818439354	0.0	22	4
9	-33.16342569469653	-64.14160157579366	-22.066048905324063	-0.37745290179882396	20	5
10	-29.65407561929122	-63.68962549172058	-22.12278976825125	-0.37745290179882396	23	5
11	-30.092690364368778	-64.77191354242696	-21.93355876684222	-0.37745290179882396	6	5
12	-32.25272533547395	-62.69564965051787	-22.78238303026527	-1.0003942222768598	13	6
13	-28.69689274533854	-59.02578717396024	-22.56926373524971	-1.0003942222768598	18	6
14	-26.60287899548273	-59.81447668522065	-22.577967511076796	-1.0003942222768598	19	6
15	-28.75326278188681	-61.88213303249169	-22.831911597626753	-1.0003942222768598	2	6
16	-34.8049424722354	-65.6844578807055	-22.080099996822337	-0.8919178962883304	1	7
17	-34.7139752395507	-65.42608264847223	-22.176554659200743	-0.8919178962883304	21	7
18	-34.76164232643785	-65.37553093622392	-22.165362687301144	-0.8919178962883304	4	7
19	-20.866494954853472	-59.879534189623286	-22.51201862335929	-0.8919178962883304	5	7
20	-34.798603578402776	-65.53587455026805	-22.155159279268066	-0.8919178962883304	8	7
21	-28.573012200394725	-62.64319637266759	-21.864005376246624	-0.8919178962883304	9	7
