	total_energy	vdw	elec	entropy	cluster_size	PDB_name	cluster_id
0	-30.334315178195165	-65.05101030628663	-17.88353115917104	-0.8545637082873252	16	3	3
1	-30.006076754467284	-65.12075712019544	-18.12757012868622	-1.0701856453991552	7	20	2
2	-29.479288568789073	-63.910733460118955	-18.13610894416078	-0.8220725561440949	2	8	1
