 TOP_1 2.32639308
 TOP_2 3.56943627
 TOP_3 3.45868543
 TOP_4 2.77067575
 TOP_5 3.56009369
 TOP_6 3.75860085
 TOP_7 3.95269879
 TOP_8 3.91017677
 TOP_9 3.96282332
 TOP_10 5.0538706
 TOP_11 4.79277764
